Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14026535,2021-03-22 03:29:21,2021-03-22 03:25:24,443794,260904106,443794,587,162,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/013697/SRR14026535,SRX10403135,NS-1689,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525829,SAMN14000084,simple,1352,Enterococcus faecium,NS-1689,,,,,,,no,,,,,NML,SRA1208655,,public,1B75304A4E7FED90024BFE8FCA90E31B,CEB5D10476F638F8A7DF1CF0A38FA2FE
SRR14026524,2021-03-22 03:32:41,2021-03-22 03:25:51,792715,358688434,792715,452,223,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/013697/SRR14026524,SRX10403146,NS-210,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525840,SAMN14000067,simple,1352,Enterococcus faecium,NS-210,,,,,,,no,,,,,NML,SRA1208655,,public,CD627861C889B92E62A3CCE3DBA55915,5B49823DB9EC9544B82252E42BE490B4
SRR14026545,2021-03-22 03:29:21,2021-03-22 03:26:09,654799,330203427,654799,504,204,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/013697/SRR14026545,SRX10403125,NS-564,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525819,SAMN14000065,simple,1352,Enterococcus faecium,NS-564,,,,,,,no,,,,,NML,SRA1208655,,public,959BD71B697C929B827403F3115FF220,B3D806E6B136CEAC68D0EEEE2090E0BE
SRR14026550,2021-03-22 03:29:21,2021-03-22 03:25:43,652100,358614629,652100,549,250,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/013697/SRR14026550,SRX10403120,SS-0003,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525814,SAMN14000078,simple,1352,Enterococcus faecium,SS-0003,,,,,,,no,,,,,NML,SRA1208655,,public,BFB78EF484C0790534E8242F7E378176,66BECD48C9C36F87506349D54AE11520
SRR14026548,2021-03-22 03:29:21,2021-03-22 03:26:26,617735,326722015,617735,528,200,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/013697/SRR14026548,SRX10403122,SS-0013,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525816,SAMN14000074,simple,1352,Enterococcus faecium,SS-0013,,,,,,,no,,,,,NML,SRA1208655,,public,FC411A462B9ED34E9DB19F59B40D6689,F3E5A94E4108CEC292E54E7060EB0B33
SRR14026514,2021-03-22 03:32:41,2021-03-22 03:25:56,602463,326209566,602463,541,199,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/013697/SRR14026514,SRX10403156,SS-0015,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525850,SAMN14000073,simple,1352,Enterococcus faecium,SS-0015,,,,,,,no,,,,,NML,SRA1208655,,public,337B10D43661D5E3FCC21E92D033866E,0E5E87A25A269317D2DA473B6B990484
SRR14026547,2021-03-22 03:29:21,2021-03-22 03:25:37,489535,269494335,489535,550,170,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/013697/SRR14026547,SRX10403123,SS-0018,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525817,SAMN14000072,simple,1352,Enterococcus faecium,SS-0018,,,,,,,no,,,,,NML,SRA1208655,,public,8D02AE18FD03CCBF18C1BDC5408DCB1F,4F7FB8176BE370B9ED8725A0A54FC764
SRR14026521,2021-03-22 03:29:21,2021-03-22 03:25:32,680474,364356509,680474,535,220,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013697/SRR14026521,SRX10403149,SS-0024,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525843,SAMN14000071,simple,1352,Enterococcus faecium,SS-0024,,,,,,,no,,,,,NML,SRA1208655,,public,DE8E9C002C254F7E9A230FDF9396CCEB,86C4C2442634F72025027A803E3545F0
SRR14026518,2021-03-22 03:31:01,2021-03-22 03:25:49,597454,327414016,597454,548,206,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/013697/SRR14026518,SRX10403152,SS-0026,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525846,SAMN14000070,simple,1352,Enterococcus faecium,SS-0026,,,,,,,no,,,,,NML,SRA1208655,,public,59050BF4FB55C4C756550E0D651513F3,12CCEFF06C63C9233FEA90507F20CD70
SRR14026538,2021-03-22 03:29:21,2021-03-22 03:25:53,709294,394934363,709294,556,244,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/013697/SRR14026538,SRX10403132,SS-0036,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525826,SAMN14000069,simple,1352,Enterococcus faecium,SS-0036,,,,,,,no,,,,,NML,SRA1208655,,public,6D79E7088BC0F1907D7BE19B30727169,B79A84309D39FCEDD67A765B4D37FF93
SRR14026542,2021-03-22 03:32:41,2021-03-22 03:25:45,477997,269013094,477997,562,189,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/013697/SRR14026542,SRX10403128,SS-0046,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525822,SAMN14000077,simple,1352,Enterococcus faecium,SS-0046,,,,,,,no,,,,,NML,SRA1208655,,public,7AA4374D121FCFEC0ABBEDCB1768FA3F,BC036D2F703AC4E209E37457B62CA14E
SRR14026469,2021-03-22 03:16:12,2021-03-22 03:13:04,719259,390758440,719259,543,223,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013697/SRR14026469,SRX10403085,SWEnt-0923,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525779,SAMN14000285,simple,1352,Enterococcus faecium,SWEnt-0923,,,,,,,no,,,,,NML,SRA1208654,,public,1B8AFCA85875F017D5F38F13B4EE8811,96099E83857A140C2A6199035798F0CA
SRR14026483,2021-03-22 03:16:12,2021-03-22 03:12:50,663986,352352773,663986,530,204,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013697/SRR14026483,SRX10403071,SWEnt-0924,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525765,SAMN14000284,simple,1352,Enterococcus faecium,SWEnt-0924,,,,,,,no,,,,,NML,SRA1208654,,public,05DAFBC353A9141261EEA1ED3C9C8258,98C5F17BA0700353D3E179CFC5612F29
SRR14026456,2021-03-22 03:16:13,2021-03-22 03:12:51,657265,351099398,657265,534,202,,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/013697/SRR14026456,SRX10403098,SWEnt-0933,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525792,SAMN14000037,simple,1352,Enterococcus faecium,SWEnt-0933,,,,,,,no,,,,,NML,SRA1208654,,public,FAEADB0F5BFFADADDCC3D37E62C55816,E0AD9E4407D0F1535B895D997AC4D479
SRR14026457,2021-03-22 03:16:13,2021-03-22 03:12:45,697593,356424434,697593,510,215,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/013697/SRR14026457,SRX10403097,SWEnt-0939,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525791,SAMN14000283,simple,1352,Enterococcus faecium,SWEnt-0939,,,,,,,no,,,,,NML,SRA1208654,,public,94157886AD42821DE99C4399A1259FFE,654A02BA4BA07BA965CC061C8F3D855A
SRR14026447,2021-03-22 03:16:13,2021-03-22 03:12:59,648982,344992755,648982,531,200,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/013697/SRR14026447,SRX10403107,SWEnt-0943,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525801,SAMN14000282,simple,1352,Enterococcus faecium,SWEnt-0943,,,,,,,no,,,,,NML,SRA1208654,,public,A78106204044C964CC76E2C659EE3EEC,19ACFC2D339783176F3D6855487DC5EC
SRR14026489,2021-03-22 03:16:12,2021-03-22 03:12:47,587790,317835786,587790,540,186,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/013697/SRR14026489,SRX10403065,SWEnt-0978,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525759,SAMN14000281,simple,1352,Enterococcus faecium,SWEnt-0978,,,,,,,no,,,,,NML,SRA1208654,,public,B5AAECAC1CB642E43850F8730B43D74C,5C3269AF5546A30DD949C4687CE524E6
SRR14026463,2021-03-22 03:16:13,2021-03-22 03:12:36,649199,357626966,649199,550,210,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/013697/SRR14026463,SRX10403091,SWEnt-0980,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525785,SAMN14000280,simple,1352,Enterococcus faecium,SWEnt-0980,,,,,,,no,,,,,NML,SRA1208654,,public,D0B6674A7CF4B1144220EA33AEA7AA12,99A8FE64AA8A599700EC9B12031AA11C
SRR14026480,2021-03-22 03:20:11,2021-03-22 03:12:43,531879,294966944,531879,554,178,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/013697/SRR14026480,SRX10403074,SWEnt-0984,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525768,SAMN14000279,simple,1352,Enterococcus faecium,SWEnt-0984,,,,,,,no,,,,,NML,SRA1208654,,public,E4875B120AA4E69A16FBBDDF802BF64E,31CF346F9AF45723FB70F7FC80567DEF
SRR14026443,2021-03-22 03:16:13,2021-03-22 03:12:53,665387,357144167,665387,536,211,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/013697/SRR14026443,SRX10403111,SWEnt-1013,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525805,SAMN14000277,simple,1352,Enterococcus faecium,SWEnt-1013,,,,,,,no,,,,,NML,SRA1208654,,public,C1D4FB842155CABB6B34CB8461F527C9,AB7FB73448977C22E78F696BEB227ACB
SRR14026474,2021-03-22 03:16:12,2021-03-22 03:12:52,665488,367834448,665488,552,214,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/013697/SRR14026474,SRX10403080,SWEnt-1077,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525774,SAMN14000276,simple,1352,Enterococcus faecium,SWEnt-1077,,,,,,,no,,,,,NML,SRA1208654,,public,9113B2B6D9F957C2B8512A1F1D2FFE19,B6049651D8826AB8B6FFEF2DB8798631
SRR14026484,2021-03-22 03:20:11,2021-03-22 03:13:23,1030730,552619609,1030730,536,362,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/013697/SRR14026484,SRX10403070,SWEnt-1143,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525764,SAMN14000305,simple,1352,Enterococcus faecium,SWEnt-1143,,,,,,,no,,,,,NML,SRA1208654,,public,E73779AE20D0CECF0B9935068488CC85,DCD3CA20694A76CC3D52D878C5FBE2AC
SRR14026453,2021-03-22 03:20:11,2021-03-22 03:13:01,789010,394688802,789010,500,261,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/013697/SRR14026453,SRX10403101,SWEnt-1160,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525795,SAMN14000306,simple,1352,Enterococcus faecium,SWEnt-1160,,,,,,,no,,,,,NML,SRA1208654,,public,80A8B399771064BCB77C2EE521035D48,0DB52023FABE87ADB1F03D32A54B2482
SRR14026445,2021-03-22 03:16:13,2021-03-22 03:12:51,886007,433275586,886007,489,275,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/013697/SRR14026445,SRX10403109,SWEnt-1169,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525803,SAMN14000307,simple,1352,Enterococcus faecium,SWEnt-1169,,,,,,,no,,,,,NML,SRA1208654,,public,76E1A354461D48524F5B8507FA56B92F,A6F073ED3B32B32E45895743461756AB
SRR14026446,2021-03-22 03:16:13,2021-03-22 03:12:46,699193,338192041,699193,483,216,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/013697/SRR14026446,SRX10403108,SWEnt-1171,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525802,SAMN14000308,simple,1352,Enterococcus faecium,SWEnt-1171,,,,,,,no,,,,,NML,SRA1208654,,public,97A1C3AB887ACCD7E2C191AF40A974FE,5339891297457B6F7D15DF7D5D869FE6
SRR14026477,2021-03-22 03:16:12,2021-03-22 03:13:01,643957,302211271,643957,469,194,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/013697/SRR14026477,SRX10403077,SWEnt-1192,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525771,SAMN14000309,simple,1352,Enterococcus faecium,SWEnt-1192,,,,,,,no,,,,,NML,SRA1208654,,public,79F4068F7EF4098F53BAF5F4EE351B88,5C4CEF9BADF0F50B4B1B5892E5AE792A
SRR14026448,2021-03-22 03:16:13,2021-03-22 03:12:30,610624,330743600,610624,541,220,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/013697/SRR14026448,SRX10403106,SWEnt-1193,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525800,SAMN14000310,simple,1352,Enterococcus faecium,SWEnt-1193,,,,,,,no,,,,,NML,SRA1208654,,public,7E3A11126CC4D56E86584FBE8AC34509,45195ADD7827A4210065BDF1D85DE346
SRR14026460,2021-03-22 03:20:11,2021-03-22 03:12:58,796783,362224578,796783,454,235,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013697/SRR14026460,SRX10403094,SWEnt-1194,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525788,SAMN14000311,simple,1352,Enterococcus faecium,SWEnt-1194,,,,,,,no,,,,,NML,SRA1208654,,public,AE9343A1A99060B05FBB4DE46A0F9291,206F479565F3FC45909669F705E5210C
SRR14026467,2021-03-22 03:16:13,2021-03-22 03:12:53,680549,326682988,680549,480,214,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013697/SRR14026467,SRX10403087,SWEnt-1195,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525781,SAMN14000312,simple,1352,Enterococcus faecium,SWEnt-1195,,,,,,,no,,,,,NML,SRA1208654,,public,2A287852CB7614C1BDCB2C34D29DC03C,4B8D0825C7F26DE7F28889FA70582226
SRR14026441,2021-03-22 03:16:13,2021-03-22 03:12:56,690969,342299847,690969,495,231,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/013697/SRR14026441,SRX10403113,SWEnt-1198,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525807,SAMN14000313,simple,1352,Enterococcus faecium,SWEnt-1198,,,,,,,no,,,,,NML,SRA1208654,,public,9C831786A5CD25961FFEBD54D6D2725D,A677B443EDD27140DA74C777FDE329CB
SRR14026454,2021-03-22 03:20:11,2021-03-22 03:12:50,727050,354217656,727050,487,231,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/013697/SRR14026454,SRX10403100,SWEnt-1208,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525794,SAMN14000052,simple,1352,Enterococcus faecium,SWEnt-1208,,,,,,,no,,,,,NML,SRA1208654,,public,A83567A7FE88336DBDF646A2A1F4EB19,079897B0C7B58E478C05D8A1731510B9
SRR14026475,2021-03-22 03:16:12,2021-03-22 03:13:17,863023,427823536,863023,495,281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/013697/SRR14026475,SRX10403079,SWEnt-1210,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525773,SAMN14000053,simple,1352,Enterococcus faecium,SWEnt-1210,,,,,,,no,,,,,NML,SRA1208654,,public,299B31988EC42C423B60C0A3608D2EB7,5535293B74A89142D86D20BC69C8B9EF
SRR14026461,2021-03-22 03:20:11,2021-03-22 03:12:42,724566,359847239,724566,496,235,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/013697/SRR14026461,SRX10403093,SWEnt-1216,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525787,SAMN14000054,simple,1352,Enterococcus faecium,SWEnt-1216,,,,,,,no,,,,,NML,SRA1208654,,public,ED8555FD6BA2473A05B3BB78CD35EC75,39F4750CD608A9E9D636E13579A5E749
SRR14026481,2021-03-22 03:16:12,2021-03-22 03:13:10,954715,511945940,954715,536,317,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013697/SRR14026481,SRX10403073,SWEntR-0048,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525767,SAMN14000041,simple,1352,Enterococcus faecium,SWEntR-0048,,,,,,,no,,,,,NML,SRA1208654,,public,90B324E2B513E40961E38AC11F08E383,8BE25141A7207357C3E051BD3430A7FF
SRR14026478,2021-03-22 03:16:12,2021-03-22 03:12:44,834761,469932824,834761,562,298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013697/SRR14026478,SRX10403076,SWEntR-0113,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525770,SAMN14000294,simple,1352,Enterococcus faecium,SWEntR-0113,,,,,,,no,,,,,NML,SRA1208654,,public,D9FC9CDBE6A5B7805B86E2ABCBC2AE9A,CAB24C685F3E5972092F61ED17057458
SRR14026451,2021-03-22 03:16:13,2021-03-22 03:12:42,826024,466412422,826024,564,293,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/013697/SRR14026451,SRX10403103,SWEntR-0124,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525797,SAMN14000293,simple,1352,Enterococcus faecium,SWEntR-0124,,,,,,,no,,,,,NML,SRA1208654,,public,138B1684F673224F4FE1E1EB247CD521,8BCDB95C7C7EE8DF67FD727844AAD8A2
SRR14026442,2021-03-22 03:16:13,2021-03-22 03:12:45,437648,217304647,437648,496,138,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/013697/SRR14026442,SRX10403112,SWEntR-0225,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525806,SAMN14000036,simple,1352,Enterococcus faecium,SWEntR-0225,,,,,,,no,,,,,NML,SRA1208654,,public,F9D5F7D7F848BC8C608C8C0361FC755E,1CCBD02580168C83EDDE50BEAB50BBE8
SRR14026466,2021-03-22 03:16:13,2021-03-22 03:12:45,539203,246511966,539203,457,149,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/013697/SRR14026466,SRX10403088,SWEntR-0235,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525782,SAMN14000042,simple,1352,Enterococcus faecium,SWEntR-0235,,,,,,,no,,,,,NML,SRA1208654,,public,3248B38DC73021CA9DC8310A1A83CCB3,F281AD3D8A020A66B2888D8D8707FDF5
SRR14026444,2021-03-22 03:16:13,2021-03-22 03:12:35,622347,288849633,622347,464,174,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/013697/SRR14026444,SRX10403110,SWEntR-0253,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525804,SAMN14000296,simple,1352,Enterococcus faecium,SWEntR-0253,,,,,,,no,,,,,NML,SRA1208654,,public,5E3D751AA5E1EFFE0C8C4308F51F0DA6,A0A795421AF0C01052E820B4A9DCFFCB
SRR14026473,2021-03-22 03:16:12,2021-03-22 03:12:16,420461,198990639,420461,473,130,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/013697/SRR14026473,SRX10403081,SWEntR-0256,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525775,SAMN14000297,simple,1352,Enterococcus faecium,SWEntR-0256,,,,,,,no,,,,,NML,SRA1208654,,public,40851193DE3D9A2CEFA1A67F022E6986,F9592BDA4117C999EC9CDFF4868BEEE3
SRR14026482,2021-03-22 03:16:12,2021-03-22 03:12:34,526593,232065189,526593,440,142,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/013697/SRR14026482,SRX10403072,SWEntR-0266,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525766,SAMN14000298,simple,1352,Enterococcus faecium,SWEntR-0266,,,,,,,no,,,,,NML,SRA1208654,,public,4771B709066A08F60AFC8778CC36DCA6,2AD3C4CB87F55F284C45C8E4F4311078
SRR14026471,2021-03-22 03:16:12,2021-03-22 03:12:32,506270,231442834,506270,457,140,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/013697/SRR14026471,SRX10403083,SWEntR-0269,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525777,SAMN14000299,simple,1352,Enterococcus faecium,SWEntR-0269,,,,,,,no,,,,,NML,SRA1208654,,public,D16ACF4A0AA7F8F6FA45B3A6308F0578,A3DAD7AB460B0111BE0D7C24E1AF1B83
SRR14026479,2021-03-22 03:20:11,2021-03-22 03:12:38,552134,256398523,552134,464,156,,https://sra-download.ncbi.nlm.nih.gov/traces/sra80/SRR/013697/SRR14026479,SRX10403075,SWEntR-0303,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525769,SAMN14000043,simple,1352,Enterococcus faecium,SWEntR-0303,,,,,,,no,,,,,NML,SRA1208654,,public,24E310739730E052D295A265C6A25227,452F56952AB330CBD20A1F0E5829DCF4
SRR14026470,2021-03-22 03:20:11,2021-03-22 03:14:01,1242242,576366193,1242242,463,350,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013697/SRR14026470,SRX10403084,SWEntR-0309,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525778,SAMN14000044,simple,1352,Enterococcus faecium,SWEntR-0309,,,,,,,no,,,,,NML,SRA1208654,,public,7035131FE45ECD3C59058D81C2675C52,BFD411F2E0EC650F529EF8A0565F74A8
SRR14026486,2021-03-22 03:16:12,2021-03-22 03:12:40,529730,255934985,529730,483,157,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/013697/SRR14026486,SRX10403068,SWEntR-0335,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525762,SAMN14000300,simple,1352,Enterococcus faecium,SWEntR-0335,,,,,,,no,,,,,NML,SRA1208654,,public,DAC24780DC0DCAD44E4A9F0FB196A113,1A08FFD05EB0E6ED78A3C2656024DE1C
SRR14026464,2021-03-22 03:16:13,2021-03-22 03:12:49,655223,305809086,655223,466,187,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013697/SRR14026464,SRX10403090,SWEntR-0338,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525784,SAMN14000045,simple,1352,Enterococcus faecium,SWEntR-0338,,,,,,,no,,,,,NML,SRA1208654,,public,2298A99D3134E10F92C8B459E73CA36C,C35CE0567076FED253F4F07215B4334D
SRR14026476,2021-03-22 03:16:12,2021-03-22 03:12:35,565062,245038590,565062,433,149,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/013697/SRR14026476,SRX10403078,SWEntR-0358,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525772,SAMN14000301,simple,1352,Enterococcus faecium,SWEntR-0358,,,,,,,no,,,,,NML,SRA1208654,,public,3398C90DC9AC3F07907F193226A73C80,6AD920AA3383DD928DD5A02BB6ABE643
SRR14026488,2021-03-22 03:16:12,2021-03-22 03:13:17,651952,282664246,651952,433,171,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/013697/SRR14026488,SRX10403066,SWEntR-0363,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8525760,SAMN14000302,simple,1352,Enterococcus faecium,SWEntR-0363,,,,,,,no,,,,,NML,SRA1208654,,public,9C7B22C774D8FA552E00A290C7DDFF3D,9CA2D055C586F44D00505C48D557F8CC
